store_id,order_id,order_name,refund_id,processed_at,created_at,state,country,refund_amount,tax_refunded
fabric_outlet,7262309613841,#8907,1027835166993,2026-01-02 18:25:52+00:00,2026-01-02 18:25:52+00:00,UT,US,11.99,0.89
fabric_outlet,7262309613841,#8907,1027835199761,2026-01-02 18:26:08+00:00,2026-01-02 18:26:08+00:00,UT,US,0.0,0.0
fabric_outlet,7244564365585,#8696,1025944715537,2025-12-19 06:02:49+00:00,2025-12-19 06:02:49+00:00,IL,US,2.04,0.0
fabric_outlet,7242027696401,#8675,1025768489233,2025-12-18 01:09:39+00:00,2025-12-18 01:09:39+00:00,WA,US,0.0,0.0
fabric_outlet,7228196061457,#8548,1025572569361,2025-12-16 19:09:50+00:00,2025-12-16 19:09:50+00:00,PA,US,-6.95,-0.42
fabric_outlet,7228196061457,#8548,1025572602129,2025-12-16 19:10:14+00:00,2025-12-16 19:10:14+00:00,PA,US,16.49,0.99
fabric_outlet,7226920894737,#8538,1024849346833,2025-12-11 14:35:54+00:00,2025-12-11 14:35:54+00:00,AR,US,0.0,0.0
fabric_outlet,7218414682385,#8448,1028655153425,2026-01-09 00:06:18+00:00,2026-01-09 00:06:18+00:00,AL,US,47.99,0.0
fabric_outlet,7196356346129,#8229,1023834587409,2025-12-04 17:24:13+00:00,2025-12-04 17:24:13+00:00,CA,US,15.0,0.0
fabric_outlet,7190227222801,#8134,1023312888081,2025-12-01 14:07:59+00:00,2025-12-01 14:07:59+00:00,MO,US,0.0,0.0
fabric_outlet,7190227222801,#8134,1024887718161,2025-12-11 18:57:08+00:00,2025-12-11 18:57:08+00:00,MO,US,4.0,0.0
fabric_outlet,7166175510801,#7953,1022049812753,2025-11-21 15:15:40+00:00,2025-11-21 15:15:40+00:00,IL,US,0.0,0.0
fabric_outlet,7156848361745,#7877,1021245817105,2025-11-15 04:20:57+00:00,2025-11-15 04:20:57+00:00,ME,US,9.54,0.0
fabric_outlet,7148266160401,#7803,1020774220049,2025-11-11 14:09:39+00:00,2025-11-11 14:09:39+00:00,NC,US,-6.95,0.0
fabric_outlet,7148263997713,#7802,1020774285585,2025-11-11 14:10:04+00:00,2025-11-11 14:10:04+00:00,RI,US,-6.95,0.0
fabric_outlet,7148209078545,#7801,1020774383889,2025-11-11 14:10:20+00:00,2025-11-11 14:10:20+00:00,MI,US,-6.95,0.0
fabric_outlet,7148201607441,#7800,1020924723473,2025-11-12 17:29:36+00:00,2025-11-12 17:29:36+00:00,MI,US,0.0,0.0
fabric_outlet,7148188598545,#7799,1020774809873,2025-11-11 14:13:41+00:00,2025-11-11 14:13:41+00:00,NY,US,-6.95,0.0
fabric_outlet,7147555356945,#7793,1020831367441,2025-11-11 22:31:52+00:00,2025-11-11 22:31:52+00:00,KS,US,0.0,0.0
fabric_outlet,7138425143569,#7712,1020298789137,2025-11-07 04:59:08+00:00,2025-11-07 04:59:08+00:00,TX,US,6.04,0.0
fabric_outlet,7138332508433,#7711,1022416716049,2025-11-24 22:49:01+00:00,2025-11-24 22:49:01+00:00,NY,US,14.84,0.0
fabric_outlet,7138332508433,#7711,1022416814353,2025-11-24 22:49:12+00:00,2025-11-24 22:49:12+00:00,NY,US,0.0,0.0
