store_id,order_id,order_name,refund_id,processed_at,created_at,state,country,refund_amount,tax_refunded
fabric_outlet,7369379184913,#10640,1034457415953,2026-02-24 19:07:17+00:00,2026-02-24 19:07:17+00:00,IA,US,10.99,0.0
fabric_outlet,7364045603089,#10556,1033913729297,2026-02-19 22:37:38+00:00,2026-02-19 22:37:38+00:00,FL,US,21.98,0.0
fabric_outlet,7358516658449,#10485,1033626321169,2026-02-17 22:16:56+00:00,2026-02-17 22:16:56+00:00,NC,US,8.09,0.0
fabric_outlet,7355638153489,#10455,1033421390097,2026-02-16 19:09:37+00:00,2026-02-16 19:09:37+00:00,TX,US,2.99,0.0
fabric_outlet,7355638153489,#10455,1033421422865,2026-02-16 19:09:49+00:00,2026-02-16 19:09:49+00:00,TX,US,0.0,0.0
fabric_outlet,7345623630097,#10297,1033006416145,2026-02-12 20:47:41+00:00,2026-02-12 20:47:41+00:00,VT,US,-20.0,0.0
fabric_outlet,7343610102033,#10271,1032753578257,2026-02-10 17:48:02+00:00,2026-02-10 17:48:02+00:00,CA,US,0.0,0.0
fabric_outlet,7343567733009,#10270,1032879898897,2026-02-11 18:22:40+00:00,2026-02-11 18:22:40+00:00,IL,US,-6.95,0.0
fabric_outlet,7335416135953,#10095,1032100643089,2026-02-04 23:27:41+00:00,2026-02-04 23:27:41+00:00,TX,US,32.04,0.0
fabric_outlet,7335032750353,#10087,1032072757521,2026-02-04 17:18:38+00:00,2026-02-04 17:18:38+00:00,MO,US,31.5,0.0
fabric_outlet,7332024582417,#10038,1033130541329,2026-02-13 18:56:39+00:00,2026-02-13 18:56:39+00:00,OK,US,0.0,0.0
fabric_outlet,7332012949777,#10037,1033130344721,2026-02-13 18:55:11+00:00,2026-02-13 18:55:11+00:00,VT,US,0.0,0.0
fabric_outlet,7330954739985,#10021,1034752229649,2026-02-26 20:34:05+00:00,2026-02-26 20:34:05+00:00,PA,US,46.33,0.0
shiplap_quilt,6575422374093,#47355,1019625308365,2026-03-02 23:53:45+00:00,2026-03-02 23:53:45+00:00,TN,US,8.98,0.0
shiplap_quilt,6575020736717,#47319,1019506983117,2026-02-27 19:59:05+00:00,2026-02-27 19:59:05+00:00,WI,US,5.95,0.0
shiplap_quilt,6574406271181,#47272,1019465629901,2026-02-26 16:35:29+00:00,2026-02-26 16:35:29+00:00,IN,US,-6.95,0.0
shiplap_quilt,6574405058765,#47270,1020180857037,2026-03-11 22:07:28+00:00,2026-03-11 22:07:28+00:00,NY,US,89.69,0.0
shiplap_quilt,6573783646413,#47233,1019433156813,2026-02-26 01:15:14+00:00,2026-02-26 01:15:14+00:00,WI,US,0.0,0.0
shiplap_quilt,6573782106317,#47232,1019656765645,2026-03-03 17:05:50+00:00,2026-03-03 17:05:50+00:00,CT,US,82.98,0.0
shiplap_quilt,6573749960909,#47228,1019430240461,2026-02-25 21:57:37+00:00,2026-02-25 21:57:37+00:00,AL,US,7.95,0.0
shiplap_quilt,6572523159757,#47172,1019392164045,2026-02-24 19:48:13+00:00,2026-02-24 19:48:13+00:00,FL,US,84.95,0.0
shiplap_quilt,6570632839373,#47069,1019394752717,2026-02-24 21:02:24+00:00,2026-02-24 21:02:24+00:00,VT,US,10.76,0.0
shiplap_quilt,6570205151437,#47043,1019394228429,2026-02-24 20:45:12+00:00,2026-02-24 20:45:12+00:00,MO,US,11.66,0.0
shiplap_quilt,6568987590861,#46977,1019391246541,2026-02-24 19:33:53+00:00,2026-02-24 19:33:53+00:00,NC,US,0.0,0.0
shiplap_quilt,6568656142541,#46946,1019173208269,2026-02-17 18:41:11+00:00,2026-02-17 18:41:11+00:00,NM,US,0.0,0.0
