store_id,order_id,order_name,refund_id,processed_at,created_at,state,country,refund_amount,tax_refunded
fabric_outlet,6648891801873,#3853,994540224785,2025-03-26 19:29:48+00:00,2025-03-26 19:29:48+00:00,MI,US,53.32,0.0
fabric_outlet,6637398819089,#3802,993885487377,2025-03-20 03:05:24+00:00,2025-03-20 03:05:24+00:00,AL,US,42.99,0.0
fabric_outlet,6628595663121,#3716,993473200401,2025-03-14 19:01:56+00:00,2025-03-14 19:01:56+00:00,TX,US,0.0,0.0
fabric_outlet,6627793699089,#3709,993473757457,2025-03-14 19:11:27+00:00,2025-03-14 19:11:27+00:00,FL,US,0.0,0.0
fabric_outlet,6617641419025,#3633,992889995537,2025-03-08 00:24:16+00:00,2025-03-08 00:24:16+00:00,WA,US,0.0,0.0
fabric_outlet,6607045165329,#3554,992253575441,2025-03-01 19:46:52+00:00,2025-03-01 19:46:52+00:00,NY,US,15.54,1.24
fabric_outlet,6604976619793,#3532,993400914193,2025-03-13 16:39:48+00:00,2025-03-13 16:39:48+00:00,NH,US,5.5,0.0
fabric_outlet,6587193000209,#3412,991100993809,2025-02-17 17:09:31+00:00,2025-02-17 17:09:31+00:00,TX,US,-6.95,0.0
fabric_outlet,6587076346129,#3411,991101059345,2025-02-17 17:09:55+00:00,2025-02-17 17:09:55+00:00,TX,US,-6.95,0.0
fabric_outlet,6576862396689,#3336,994476589329,2025-03-26 05:45:22+00:00,2025-03-26 05:45:22+00:00,MO,US,107.85,0.0
fabric_outlet,6572665700625,#3314,990373118225,2025-02-08 22:27:59+00:00,2025-02-08 22:27:59+00:00,UT,US,20.23,1.5
fabric_outlet,6572665700625,#3314,991428411665,2025-02-19 18:09:18+00:00,2025-02-19 18:09:18+00:00,UT,US,0.0,0.0
fabric_outlet,6542374600977,#3233,990299914513,2025-02-07 19:44:29+00:00,2025-02-07 19:44:29+00:00,IL,US,29.15,0.0
