store_id,order_id,order_name,processed_at,created_at,state,country,financial_status,cancelled_at,gross_sales,discounts,shipping,taxable_sales,non_taxable_sales,tax_collected,total_sales
fabric_outlet,7327875694865,#9976,2026-01-31 23:33:57+00:00,2026-01-31 23:34:02+00:00,NC,US,paid,,77.8,8.64,0.0,86.44,0.0,0.0,69.16
fabric_outlet,7327871729937,#9975,2026-01-31 23:31:23+00:00,2026-01-31 23:31:27+00:00,KS,US,paid,,72.33,0.0,0.0,72.33,0.0,0.0,72.33
fabric_outlet,7327798296849,#9974,2026-01-31 22:41:47+00:00,2026-01-31 22:41:51+00:00,CA,US,paid,,31.5,3.49,6.95,34.99,0.0,0.0,34.96
fabric_outlet,7327782109457,#9973,2026-01-31 22:31:43+00:00,2026-01-31 22:31:48+00:00,IN,US,paid,,9.99,0.0,6.95,0.0,9.99,0.0,16.94
fabric_outlet,7327666274577,#9972,2026-01-31 21:26:16+00:00,2026-01-31 21:26:20+00:00,CA,US,paid,,28.48,0.0,6.95,28.48,0.0,0.0,35.43
fabric_outlet,7327663882513,#9971,2026-01-31 21:24:52+00:00,2026-01-31 21:24:56+00:00,IL,US,paid,,18.87,2.09,6.95,20.96,0.0,0.0,23.73
fabric_outlet,7327654969617,#9970,2026-01-31 21:20:08+00:00,2026-01-31 21:20:12+00:00,MI,US,paid,,19.79,2.19,6.95,21.98,0.0,0.0,24.55
fabric_outlet,7327605031185,#9969,2026-01-31 20:51:39+00:00,2026-01-31 20:51:41+00:00,LA,US,paid,,104.76,11.63,0.0,116.39,0.0,0.0,93.13
fabric_outlet,7327589925137,#9968,2026-01-31 20:43:33+00:00,2026-01-31 20:43:37+00:00,TX,US,paid,,60.68,6.74,6.95,67.42,0.0,0.0,60.89
fabric_outlet,7327414780177,#9967,2026-01-31 19:14:04+00:00,2026-01-31 19:14:07+00:00,OH,US,paid,,111.48,0.0,0.0,15.49,95.99,0.0,111.48
fabric_outlet,7327371657489,#9966,2026-01-31 18:53:01+00:00,2026-01-31 18:53:04+00:00,FL,US,paid,,63.94,0.0,6.95,63.94,0.0,0.0,70.89
fabric_outlet,7327346000145,#9965,2026-01-31 18:39:43+00:00,2026-01-31 18:39:48+00:00,TX,US,paid,,35.97,3.99,6.95,39.96,0.0,0.0,38.93
fabric_outlet,7327308611857,#9964,2026-01-31 18:19:59+00:00,2026-01-31 18:20:02+00:00,TX,US,paid,,41.47,0.0,6.95,41.47,0.0,0.0,48.42
fabric_outlet,7327201001745,#9963,2026-01-31 17:25:34+00:00,2026-01-31 17:25:40+00:00,IL,US,paid,,17.99,1.99,6.95,19.98,0.0,0.0,22.95
fabric_outlet,7327157682449,#9962,2026-01-31 17:02:12+00:00,2026-01-31 17:02:13+00:00,SC,US,paid,,12.13,1.34,6.95,13.47,0.0,0.0,17.74
fabric_outlet,7327138775313,#9961,2026-01-31 16:52:19+00:00,2026-01-31 16:52:20+00:00,FL,US,paid,,18.0,1.99,6.95,19.99,0.0,0.0,22.96
fabric_outlet,7327096996113,#9960,2026-01-31 16:29:34+00:00,2026-01-31 16:29:38+00:00,TN,US,paid,,8.99,0.0,6.95,8.99,0.0,0.0,15.94
fabric_outlet,7327080972561,#9959,2026-01-31 16:20:20+00:00,2026-01-31 16:20:21+00:00,NC,US,paid,,18.0,1.99,6.95,19.99,0.0,0.0,22.96
fabric_outlet,7326943740177,#9958,2026-01-31 15:02:25+00:00,2026-01-31 15:02:29+00:00,MN,US,paid,,19.48,0.0,6.95,19.48,0.0,0.0,26.43
fabric_outlet,7326937907473,#9957,2026-01-31 14:59:17+00:00,2026-01-31 14:59:22+00:00,NJ,US,paid,,62.94,6.99,6.95,69.93,0.0,0.0,62.9
fabric_outlet,7326913331473,#9956,2026-01-31 14:44:18+00:00,2026-01-31 14:44:22+00:00,GA,US,paid,,35.21,0.0,6.95,30.47,4.74,0.0,42.16
fabric_outlet,7326869586193,#9955,2026-01-31 14:16:15+00:00,2026-01-31 14:16:20+00:00,OK,US,paid,,37.31,4.14,6.95,41.45,0.0,0.0,40.12
fabric_outlet,7326840193297,#9954,2026-01-31 13:56:17+00:00,2026-01-31 13:56:20+00:00,PA,US,paid,,46.51,5.16,6.95,48.68,2.99,3.19,48.3
fabric_outlet,7326787698961,#9953,2026-01-31 13:24:31+00:00,2026-01-31 13:24:35+00:00,GA,US,paid,,44.96,4.99,6.95,49.95,0.0,0.0,46.92
fabric_outlet,7326748049681,#9952,2026-01-31 12:56:29+00:00,2026-01-31 12:56:32+00:00,VA,US,paid,,59.37,6.59,6.95,45.98,19.98,0.0,59.73
fabric_outlet,7326436426001,#9951,2026-01-31 08:22:02+00:00,2026-01-31 08:22:05+00:00,CA,US,paid,,121.41,13.49,0.0,104.93,29.97,0.0,107.92
fabric_outlet,7326396580113,#9950,2026-01-31 07:40:58+00:00,2026-01-31 07:40:59+00:00,FL,US,paid,,35.97,3.99,6.95,39.96,0.0,0.0,38.93
fabric_outlet,7326389928209,#9949,2026-01-31 07:32:13+00:00,2026-01-31 07:32:21+00:00,WV,US,paid,,89.91,9.99,0.0,99.9,0.0,0.0,79.92
fabric_outlet,7326320492817,#9948,2026-01-31 06:08:55+00:00,2026-01-31 06:08:59+00:00,MD,US,paid,,52.97,0.0,6.95,52.97,0.0,0.0,59.92
fabric_outlet,7326320394513,#9947,2026-01-31 06:08:51+00:00,2026-01-31 06:08:54+00:00,CO,US,paid,,23.71,0.0,6.95,23.71,0.0,0.0,30.66
fabric_outlet,7326314889489,#9946,2026-01-31 06:02:04+00:00,2026-01-31 06:02:13+00:00,CA,US,paid,,52.17,5.79,6.95,57.96,0.0,0.0,53.33
fabric_outlet,7326288216337,#9945,2026-01-31 05:30:49+00:00,2026-01-31 05:30:53+00:00,CA,US,paid,,135.35,0.0,0.0,135.35,0.0,0.0,135.35
fabric_outlet,7326133977361,#9944,2026-01-31 02:46:49+00:00,2026-01-31 02:46:54+00:00,VA,US,paid,,29.97,0.0,6.95,29.97,0.0,0.0,36.92
fabric_outlet,7326120739089,#9943,2026-01-31 02:34:29+00:00,2026-01-31 02:34:31+00:00,VA,US,paid,,68.37,7.59,0.0,75.96,0.0,0.0,60.78
fabric_outlet,7326113300753,#9942,2026-01-31 02:26:58+00:00,2026-01-31 02:27:02+00:00,IN,US,paid,,17.99,1.99,6.95,19.98,0.0,0.0,22.95
fabric_outlet,7326112973073,#9941,2026-01-31 02:26:42+00:00,2026-01-31 02:26:48+00:00,AL,US,paid,,37.77,4.19,6.95,41.96,0.0,0.0,40.53
fabric_outlet,7326086201617,#9940,2026-01-31 02:02:22+00:00,2026-01-31 02:02:25+00:00,NC,US,paid,,44.42,4.93,6.95,49.35,0.0,0.0,46.44
fabric_outlet,7326048387345,#9939,2026-01-31 01:29:45+00:00,2026-01-31 01:29:51+00:00,CA,US,paid,,53.95,5.99,6.95,59.94,0.0,0.0,54.91
fabric_outlet,7325969088785,#9938,2026-01-31 00:21:16+00:00,2026-01-31 00:21:21+00:00,MA,US,paid,,77.17,8.57,0.0,76.75,8.99,0.0,68.6
fabric_outlet,7325906829585,#9937,2026-01-30 23:31:51+00:00,2026-01-30 23:32:01+00:00,NY,US,paid,,57.62,0.0,6.95,57.62,0.0,0.0,64.57
fabric_outlet,7325902078225,#9936,2026-01-30 23:28:29+00:00,2026-01-30 23:28:33+00:00,WI,US,paid,,20.45,0.0,6.95,20.45,0.0,0.0,27.4
fabric_outlet,7325901193489,#9935,2026-01-30 23:27:53+00:00,2026-01-30 23:27:57+00:00,ID,US,paid,,9.99,0.0,6.95,9.99,0.0,0.0,16.94
fabric_outlet,7325898408209,#9934,2026-01-30 23:25:40+00:00,2026-01-30 23:25:43+00:00,IA,US,paid,,95.94,0.0,0.0,95.94,0.0,0.0,95.94
fabric_outlet,7325883433233,#9933,2026-01-30 23:14:28+00:00,2026-01-30 23:14:32+00:00,UT,US,paid,,19.99,0.0,6.95,19.99,0.0,1.49,26.94
fabric_outlet,7325882745105,#9932,2026-01-30 23:13:59+00:00,2026-01-30 23:14:01+00:00,TX,US,paid,,70.48,0.0,0.0,70.48,0.0,0.0,70.48
fabric_outlet,7325870489873,#9931,2026-01-30 23:05:31+00:00,2026-01-30 23:05:35+00:00,CA,US,paid,,18.0,1.99,6.95,19.99,0.0,0.0,22.96
fabric_outlet,7325868261649,#9930,2026-01-30 23:03:34+00:00,2026-01-30 23:03:37+00:00,FL,US,paid,,22.27,0.0,6.95,22.27,0.0,0.0,29.22
fabric_outlet,7325833068817,#9929,2026-01-30 22:41:05+00:00,2026-01-30 22:41:11+00:00,AR,US,paid,,29.97,0.0,6.95,29.97,0.0,0.0,36.92
fabric_outlet,7325814489361,#9928,2026-01-30 22:29:12+00:00,2026-01-30 22:29:16+00:00,IL,US,paid,,35.98,3.99,6.95,39.97,0.0,0.0,38.94
fabric_outlet,7325799710993,#9927,2026-01-30 22:19:37+00:00,2026-01-30 22:19:41+00:00,GA,US,paid,,10.99,0.0,6.95,10.99,0.0,0.0,17.94
fabric_outlet,7325675454737,#9926,2026-01-30 21:09:06+00:00,2026-01-30 21:09:10+00:00,MD,US,paid,,32.99,0.0,6.95,0.0,32.99,0.0,39.94
fabric_outlet,7325587669265,#9925,2026-01-30 20:19:55+00:00,2026-01-30 20:19:58+00:00,UT,US,paid,,101.51,25.37,0.0,126.88,0.0,7.55,76.14
fabric_outlet,7325563093265,#9924,2026-01-30 20:06:45+00:00,2026-01-30 20:06:49+00:00,IN,US,paid,,35.97,3.99,6.95,39.96,0.0,0.0,38.93
fabric_outlet,7325472555281,#9923,2026-01-30 19:18:13+00:00,2026-01-30 19:18:18+00:00,NC,US,paid,,32.98,0.0,6.95,32.98,0.0,0.0,39.93
fabric_outlet,7325467410705,#9922,2026-01-30 19:14:58+00:00,2026-01-30 19:15:00+00:00,CA,US,paid,,83.2,9.24,0.0,92.44,0.0,0.0,73.96
fabric_outlet,7325465215249,#9921,2026-01-30 19:13:47+00:00,2026-01-30 19:13:51+00:00,OH,US,paid,,135.94,0.0,0.0,102.95,32.99,0.0,135.94
fabric_outlet,7325435134225,#9920,2026-01-30 18:56:07+00:00,2026-01-30 18:56:10+00:00,MS,US,paid,,13.98,0.0,6.95,13.98,0.0,0.0,20.93
fabric_outlet,7325422485777,#9919,2026-01-30 18:48:58+00:00,2026-01-30 18:49:01+00:00,MI,US,paid,,53.95,5.99,6.95,59.94,0.0,0.0,54.91
fabric_outlet,7325358096657,#9918,2026-01-30 18:12:14+00:00,2026-01-30 18:12:19+00:00,OR,US,paid,,42.36,0.0,6.95,39.37,2.99,0.0,49.31
fabric_outlet,7325344104721,#9917,2026-01-30 18:03:41+00:00,2026-01-30 18:03:45+00:00,NY,US,paid,,17.99,1.99,6.95,19.98,0.0,0.0,22.95
fabric_outlet,7325202612497,#9916,2026-01-30 16:44:33+00:00,2026-01-30 16:44:37+00:00,OH,US,paid,,24.29,2.69,6.95,26.98,0.0,0.0,28.55
fabric_outlet,7325111812369,#9915,2026-01-30 15:53:36+00:00,2026-01-30 15:53:41+00:00,OK,US,paid,,98.93,10.99,0.0,109.92,0.0,0.0,87.94
fabric_outlet,7325061742865,#9914,2026-01-30 15:23:37+00:00,2026-01-30 15:23:41+00:00,FL,US,paid,,21.58,2.39,6.95,23.97,0.0,0.0,26.14
fabric_outlet,7325051748625,#9913,2026-01-30 15:17:27+00:00,2026-01-30 15:17:32+00:00,TX,US,paid,,75.97,0.0,0.0,75.97,0.0,0.0,75.97
fabric_outlet,7325034610961,#9912,2026-01-30 15:07:20+00:00,2026-01-30 15:07:23+00:00,TX,US,paid,,119.92,0.0,0.0,119.92,0.0,0.0,119.92
fabric_outlet,7325028647185,#9911,2026-01-30 15:03:59+00:00,2026-01-30 15:04:02+00:00,LA,US,paid,,8.99,0.0,6.95,8.99,0.0,0.0,15.94
fabric_outlet,7325000958225,#9910,2026-01-30 14:47:26+00:00,2026-01-30 14:47:30+00:00,MO,US,paid,,68.95,0.0,0.0,68.95,0.0,0.0,68.95
fabric_outlet,7325000073489,#9909,2026-01-30 14:46:50+00:00,2026-01-30 14:46:54+00:00,VA,US,paid,,16.72,0.0,6.95,16.72,0.0,0.0,23.67
fabric_outlet,7324992012561,#9908,2026-01-30 14:41:50+00:00,2026-01-30 14:41:53+00:00,AZ,US,paid,,31.96,0.0,6.95,31.96,0.0,0.0,38.91
fabric_outlet,7324876767505,#9907,2026-01-30 13:30:25+00:00,2026-01-30 13:30:28+00:00,MO,US,paid,,54.85,6.09,6.95,60.94,0.0,0.0,55.71
fabric_outlet,7324875948305,#9906,2026-01-30 13:29:57+00:00,2026-01-30 13:30:00+00:00,TN,US,paid,,67.48,7.49,0.0,74.97,0.0,0.0,59.99
fabric_outlet,7324872212753,#9905,2026-01-30 13:27:16+00:00,2026-01-30 13:27:18+00:00,AZ,US,paid,,16.2,1.79,6.95,17.99,0.0,0.0,21.36
fabric_outlet,7324863037713,#9904,2026-01-30 13:20:23+00:00,2026-01-30 13:20:24+00:00,TN,US,paid,,53.98,5.99,6.95,59.97,0.0,0.0,54.94
fabric_outlet,7324816245009,#9903,2026-01-30 12:46:39+00:00,2026-01-30 12:46:43+00:00,PA,US,paid,,10.98,0.0,6.95,10.98,0.0,0.0,17.93
fabric_outlet,7324812443921,#9902,2026-01-30 12:44:16+00:00,2026-01-30 12:44:19+00:00,PA,US,paid,,13.98,0.0,6.95,13.98,0.0,0.0,20.93
fabric_outlet,7324386984209,#9901,2026-01-30 06:20:40+00:00,2026-01-30 06:20:43+00:00,MT,US,paid,,19.99,0.0,6.95,19.99,0.0,0.0,26.94
fabric_outlet,7324273213713,#9900,2026-01-30 04:24:38+00:00,2026-01-30 04:24:41+00:00,CA,US,paid,,12.59,1.39,6.95,13.98,0.0,0.0,18.15
fabric_outlet,7324241559825,#9899,2026-01-30 03:52:48+00:00,2026-01-30 03:52:51+00:00,TX,US,paid,,13.97,0.0,6.95,13.97,0.0,0.0,20.92
fabric_outlet,7324231270673,#9898,2026-01-30 03:42:06+00:00,2026-01-30 03:42:07+00:00,AZ,US,paid,,32.99,0.0,6.95,32.99,0.0,0.0,39.94
fabric_outlet,7324219048209,#9897,2026-01-30 03:29:14+00:00,2026-01-30 03:29:19+00:00,FL,US,paid,,23.7,0.0,6.95,23.7,0.0,0.0,30.65
fabric_outlet,7324190343441,#9896,2026-01-30 03:04:09+00:00,2026-01-30 03:04:11+00:00,MT,US,paid,,19.98,0.0,6.95,19.98,0.0,0.0,26.93
fabric_outlet,7324134932753,#9895,2026-01-30 02:09:55+00:00,2026-01-30 02:09:56+00:00,MO,US,paid,,27.96,0.0,6.95,27.96,0.0,0.0,34.91
fabric_outlet,7324128772369,#9894,2026-01-30 02:03:55+00:00,2026-01-30 02:03:58+00:00,LA,US,paid,,13.98,0.0,6.95,13.98,0.0,0.0,20.93
fabric_outlet,7324122153233,#9893,2026-01-30 01:58:59+00:00,2026-01-30 01:59:03+00:00,ME,US,paid,,14.99,0.0,6.95,14.99,0.0,0.0,21.94
fabric_outlet,7324112945425,#9892,2026-01-30 01:49:51+00:00,2026-01-30 01:49:55+00:00,OR,US,paid,,79.79,8.86,0.0,88.65,0.0,0.0,70.93
fabric_outlet,7324105408785,#9891,2026-01-30 01:43:54+00:00,2026-01-30 01:43:58+00:00,AR,US,paid,,31.5,3.49,6.95,34.99,0.0,0.0,34.96
fabric_outlet,7324044787985,#9890,2026-01-30 00:55:07+00:00,2026-01-30 00:55:11+00:00,TX,US,paid,,13.94,1.54,6.95,5.49,9.99,0.0,19.35
fabric_outlet,7324039840017,#9889,2026-01-30 00:50:41+00:00,2026-01-30 00:50:43+00:00,NC,US,paid,,40.49,4.49,6.95,44.98,0.0,0.0,42.95
fabric_outlet,7323922497809,#9888,2026-01-29 23:17:22+00:00,2026-01-29 23:17:26+00:00,UT,US,paid,,69.98,0.0,0.0,69.98,0.0,5.21,69.98
fabric_outlet,7323875737873,#9887,2026-01-29 22:44:09+00:00,2026-01-29 22:44:12+00:00,CA,US,paid,,69.98,0.0,0.0,69.98,0.0,0.0,69.98
fabric_outlet,7323873804561,#9886,2026-01-29 22:42:40+00:00,2026-01-29 22:42:44+00:00,TX,US,paid,,17.99,1.99,6.95,19.98,0.0,0.0,22.95
fabric_outlet,7323803451665,#9885,2026-01-29 21:57:31+00:00,2026-01-29 21:57:36+00:00,OH,US,paid,,69.95,0.0,0.0,69.95,0.0,4.89,69.95
fabric_outlet,7323635745041,#9884,2026-01-29 20:24:28+00:00,2026-01-29 20:24:32+00:00,CA,US,paid,,18.99,0.0,6.95,18.99,0.0,0.0,25.94
fabric_outlet,7323466629393,#9883,2026-01-29 18:51:19+00:00,2026-01-29 18:51:22+00:00,IA,US,paid,,8.99,0.0,6.95,8.99,0.0,0.0,15.94
fabric_outlet,7323462041873,#9882,2026-01-29 18:48:30+00:00,2026-01-29 18:48:36+00:00,IA,US,paid,,39.99,0.0,6.95,39.99,0.0,0.0,46.94
fabric_outlet,7323253997841,#9881,2026-01-29 16:49:39+00:00,2026-01-29 16:49:47+00:00,IL,US,paid,,173.76,19.3,0.0,193.06,0.0,0.0,154.46
fabric_outlet,7323237286161,#9880,2026-01-29 16:40:04+00:00,2026-01-29 16:40:08+00:00,KY,US,paid,,73.98,0.0,0.0,73.98,0.0,0.0,73.98
fabric_outlet,7323198292241,#9879,2026-01-29 16:18:22+00:00,2026-01-29 16:18:26+00:00,NC,US,paid,,12.95,0.0,6.95,12.95,0.0,0.0,19.9
fabric_outlet,7322930184465,#9878,2026-01-29 13:33:13+00:00,2026-01-29 13:33:16+00:00,IL,US,paid,,45.0,4.99,6.95,49.99,0.0,0.0,46.96
fabric_outlet,7322894270737,#9877,2026-01-29 13:08:19+00:00,2026-01-29 13:08:21+00:00,MI,US,paid,,20.44,0.0,6.95,20.44,0.0,0.0,27.39
fabric_outlet,7322861076753,#9876,2026-01-29 12:43:20+00:00,2026-01-29 12:43:22+00:00,GA,US,paid,,32.99,0.0,6.95,0.0,32.99,0.0,39.94
fabric_outlet,7322463600913,#9875,2026-01-29 07:18:41+00:00,2026-01-29 07:18:45+00:00,OR,US,paid,,44.97,0.0,6.95,44.97,0.0,0.0,51.92
fabric_outlet,7322448953617,#9874,2026-01-29 07:06:02+00:00,2026-01-29 07:06:06+00:00,MS,US,paid,,37.75,4.19,6.95,41.94,0.0,0.0,40.51
fabric_outlet,7322444562705,#9873,2026-01-29 07:02:18+00:00,2026-01-29 07:02:22+00:00,MO,US,paid,,23.98,0.0,6.95,23.98,0.0,0.0,30.93
