store_id,order_id,order_name,processed_at,created_at,state,country,financial_status,cancelled_at,gross_sales,discounts,shipping,taxable_sales,non_taxable_sales,tax_collected,total_sales
fabric_outlet,7565664846097,#12608,2026-04-30 23:55:57+00:00,2026-04-30 23:56:01+00:00,NC,US,paid,,65.96,0.0,0.0,65.96,0.0,0.0,65.96
fabric_outlet,7565653344529,#12607,2026-04-30 23:46:40+00:00,2026-04-30 23:46:42+00:00,UT,US,paid,,44.0,0.0,0.0,44.0,0.0,0.0,44.0
fabric_outlet,7565649969425,#12606,2026-04-30 23:44:02+00:00,2026-04-30 23:44:04+00:00,UT,US,refunded,2026-04-30 23:45:01+00:00,35.2,8.8,0.0,44.0,0.0,2.63,26.4
fabric_outlet,7565642137873,#12605,2026-04-30 23:37:15+00:00,2026-04-30 23:37:18+00:00,UT,US,paid,,25.99,6.49,0.0,8.99,23.49,0.54,19.5
fabric_outlet,7565394379025,#12604,2026-04-30 20:49:16+00:00,2026-04-30 20:49:18+00:00,NC,US,paid,,19.99,0.0,6.95,19.99,0.0,0.0,26.94
fabric_outlet,7565393592593,#12603,2026-04-30 20:48:51+00:00,2026-04-30 20:48:56+00:00,UT,US,paid,,99.0,0.0,0.0,99.0,0.0,7.38,99.0
fabric_outlet,7565358235921,#12602,2026-04-30 20:31:31+00:00,2026-04-30 20:31:36+00:00,VA,US,paid,,80.05,8.89,0.0,88.94,0.0,0.0,71.16
fabric_outlet,7565285392657,#12601,2026-04-30 19:56:39+00:00,2026-04-30 19:56:40+00:00,LA,US,paid,,59.97,0.0,6.95,59.97,0.0,0.0,66.92
fabric_outlet,7565182107921,#12600,2026-04-30 19:03:44+00:00,2026-04-30 19:03:48+00:00,MI,US,paid,,156.01,0.0,0.0,156.01,0.0,0.0,156.01
fabric_outlet,7564997460241,#12599,2026-04-30 17:29:18+00:00,2026-04-30 17:29:22+00:00,MI,US,paid,,9.99,0.0,6.95,9.99,0.0,0.0,16.94
fabric_outlet,7564894568721,#12598,2026-04-30 16:44:24+00:00,2026-04-30 16:44:25+00:00,TN,US,paid,,127.96,0.0,0.0,127.96,0.0,0.0,127.96
fabric_outlet,7564829851921,#12597,2026-04-30 16:10:05+00:00,2026-04-30 16:10:14+00:00,NC,US,paid,,69.86,0.0,0.0,69.86,0.0,0.0,69.86
fabric_outlet,7564787679505,#12596,2026-04-30 15:48:40+00:00,2026-04-30 15:48:46+00:00,AZ,US,paid,,4.14,0.0,6.95,4.14,0.0,0.0,11.09
fabric_outlet,7564753010961,#12595,2026-04-30 15:29:44+00:00,2026-04-30 15:29:48+00:00,AZ,US,paid,,15.97,0.0,6.95,15.97,0.0,1.24,22.92
fabric_outlet,7564654248209,#12594,2026-04-30 14:37:04+00:00,2026-04-30 14:37:06+00:00,TX,US,paid,,80.45,0.0,0.0,80.45,0.0,0.0,80.45
fabric_outlet,7564625772817,#12593,2026-04-30 14:23:29+00:00,2026-04-30 14:23:31+00:00,SC,US,paid,,17.47,0.0,6.95,17.47,0.0,0.0,24.42
fabric_outlet,7564573638929,#12592,2026-04-30 13:53:53+00:00,2026-04-30 13:53:56+00:00,IL,US,paid,,36.0,4.0,6.95,40.0,0.0,0.0,38.95
fabric_outlet,7563785568529,#12591,2026-04-30 04:05:27+00:00,2026-04-30 04:05:31+00:00,IL,US,paid,,22.5,2.49,6.95,24.99,0.0,0.0,26.96
fabric_outlet,7563753554193,#12590,2026-04-30 03:38:50+00:00,2026-04-30 03:38:54+00:00,KS,US,paid,,19.98,0.0,6.95,19.98,0.0,0.0,26.93
fabric_outlet,7563691426065,#12589,2026-04-30 03:01:32+00:00,2026-04-30 03:01:36+00:00,ID,US,paid,,159.82,0.0,0.0,159.82,0.0,0.0,159.82
fabric_outlet,7563679039761,#12588,2026-04-30 02:46:51+00:00,2026-04-30 02:46:56+00:00,MD,US,paid,,92.16,10.24,0.0,102.4,0.0,0.0,81.92
fabric_outlet,7563654234385,#12587,2026-04-30 02:20:44+00:00,2026-04-30 02:20:49+00:00,FL,US,paid,,16.5,0.0,6.95,16.5,0.0,0.0,23.45
fabric_outlet,7563615404305,#12586,2026-04-30 01:40:24+00:00,2026-04-30 01:40:25+00:00,CA,US,paid,,9.9,1.1,6.95,11.0,0.0,0.0,15.75
fabric_outlet,7563580702993,#12585,2026-04-30 01:05:16+00:00,2026-04-30 01:05:22+00:00,AR,US,paid,,22.0,0.0,6.95,22.0,0.0,0.0,28.95
fabric_outlet,7563561402641,#12584,2026-04-30 00:46:20+00:00,2026-04-30 00:46:22+00:00,TX,US,paid,,16.49,0.0,6.95,16.49,0.0,0.0,23.44
fabric_outlet,7563457954065,#12583,2026-04-29 23:10:39+00:00,2026-04-29 23:10:40+00:00,NC,US,paid,,25.47,0.0,6.95,25.47,0.0,0.0,32.42
fabric_outlet,7563223007505,#12582,2026-04-29 20:34:04+00:00,2026-04-29 20:34:07+00:00,LA,US,paid,,19.99,0.0,6.95,19.99,0.0,0.0,26.94
fabric_outlet,7563212357905,#12581,2026-04-29 20:28:00+00:00,2026-04-29 20:28:06+00:00,UT,US,paid,,5.54,1.38,0.0,6.92,0.0,0.4,4.16
fabric_outlet,7563207966993,#12580,2026-04-29 20:25:30+00:00,2026-04-29 20:25:34+00:00,KS,US,paid,,25.48,0.0,6.95,25.48,0.0,0.0,32.43
fabric_outlet,7562851287313,#12579,2026-04-29 17:17:41+00:00,2026-04-29 17:17:45+00:00,WY,US,paid,,61.62,6.84,6.95,68.46,0.0,0.0,61.73
fabric_outlet,7562761011473,#12578,2026-04-29 16:42:13+00:00,2026-04-29 16:42:16+00:00,NY,US,paid,,65.23,0.0,0.0,65.23,0.0,0.0,65.23
fabric_outlet,7562544972049,#12577,2026-04-29 14:59:07+00:00,2026-04-29 14:59:11+00:00,CA,US,paid,,16.5,0.0,6.95,16.5,0.0,0.0,23.45
fabric_outlet,7562538811665,#12576,2026-04-29 14:55:29+00:00,2026-04-29 14:55:36+00:00,OR,US,paid,,8.98,0.0,6.95,8.98,0.0,0.0,15.93
fabric_outlet,7562529308945,#12575,2026-04-29 14:49:51+00:00,2026-04-29 14:49:58+00:00,SC,US,paid,,56.96,0.0,6.95,56.96,0.0,0.0,63.91
fabric_outlet,7562513350929,#12574,2026-04-29 14:39:30+00:00,2026-04-29 14:39:34+00:00,WI,US,paid,,139.55,0.0,0.0,139.55,0.0,0.0,139.55
fabric_outlet,7562510729489,#12573,2026-04-29 14:37:34+00:00,2026-04-29 14:37:38+00:00,IL,US,paid,,53.98,5.99,6.95,59.97,0.0,0.0,54.94
fabric_outlet,7562437886225,#12572,2026-04-29 13:51:13+00:00,2026-04-29 13:51:19+00:00,MA,US,paid,,125.93,13.99,0.0,139.92,0.0,0.0,111.94
fabric_outlet,7562415145233,#12571,2026-04-29 13:35:38+00:00,2026-04-29 13:35:47+00:00,NE,US,paid,,46.98,0.0,6.95,46.98,0.0,0.0,53.93
fabric_outlet,7562348527889,#12570,2026-04-29 12:47:50+00:00,2026-04-29 12:47:51+00:00,NY,US,paid,,24.75,2.75,6.95,27.5,0.0,0.0,28.95
fabric_outlet,7562311696657,#12569,2026-04-29 12:23:50+00:00,2026-04-29 12:23:53+00:00,IA,US,paid,,20.98,0.0,6.95,20.98,0.0,0.0,27.93
fabric_outlet,7562259071249,#12568,2026-04-29 11:47:56+00:00,2026-04-29 11:47:57+00:00,SC,US,paid,,19.99,0.0,6.95,19.99,0.0,0.0,26.94
fabric_outlet,7562147135761,#12567,2026-04-29 10:25:45+00:00,2026-04-29 10:25:49+00:00,FL,US,paid,,19.98,0.0,6.95,19.98,0.0,0.0,26.93
fabric_outlet,7562131570961,#12566,2026-04-29 10:13:41+00:00,2026-04-29 10:13:47+00:00,NC,US,paid,,51.93,0.0,6.95,51.93,0.0,0.0,58.88
fabric_outlet,7561848619281,#12565,2026-04-29 06:18:59+00:00,2026-04-29 06:19:01+00:00,WV,US,paid,,33.26,3.69,6.95,36.95,0.0,0.0,36.52
fabric_outlet,7561593815313,#12564,2026-04-29 02:11:22+00:00,2026-04-29 02:11:27+00:00,UT,US,paid,,116.66,12.96,0.0,129.62,0.0,8.71,103.7
fabric_outlet,7561584214289,#12563,2026-04-29 02:02:48+00:00,2026-04-29 02:02:53+00:00,MI,US,paid,,27.27,3.03,6.95,30.3,0.0,0.0,31.19
fabric_outlet,7561530081553,#12562,2026-04-29 01:15:34+00:00,2026-04-29 01:15:36+00:00,TX,US,paid,,263.85,0.0,0.0,263.85,0.0,0.0,263.85
fabric_outlet,7561516712209,#12561,2026-04-29 01:03:59+00:00,2026-04-29 01:04:04+00:00,WI,US,paid,,22.0,0.0,6.95,22.0,0.0,0.0,28.95
fabric_outlet,7561508454673,#12560,2026-04-29 00:57:39+00:00,2026-04-29 00:57:43+00:00,WI,US,paid,,33.0,0.0,6.95,33.0,0.0,0.0,39.95
fabric_outlet,7561452093713,#12559,2026-04-29 00:10:44+00:00,2026-04-29 00:10:48+00:00,MN,US,paid,,14.4,1.59,6.95,15.99,0.0,0.0,19.76
fabric_outlet,7561286091025,#12558,2026-04-28 22:01:42+00:00,2026-04-28 22:01:46+00:00,NC,US,paid,,65.07,0.0,0.0,65.07,0.0,0.0,65.07
